,sms,spam/ham_spam
2674,freemsg fav xma tone repli real,1
2675,lil fever now fine,0
2676,i think it s all still in my car,0
2677,can a not,0
2678,decemb onli had your mobil mth you are entitl to updat to the latest colour camera mobil for free call the mobil updat co free on,1
2679,ye princess i want to catch you with my big strong hand,0
2680,oh yeah i forgot u can onli take out shop at onc,0
2681,mm so you ask me not to call radio,0
2682,thinkin about someon is all good no drug for that,0
2683,enjoy the shower of possess pour on u by ur love one bcoz in thi world of lie it is a golden gift to be love truli,0
2684,alright if you re sure let me know when you re leav,0
2685,some are last as much as hour you might get lucki,0
2686,geniu what s up how your brother pl send hi number to my skype,0
2687,gr poli tone all mob direct u rpli with poli titl to eg poli breath titl crazyin sleepingwith finest ymca getz co uk pobox o w wq p,1
2688,thk some of em find wtc too far weiyi not goin e rest i dunno yet r ur goin dinner den i might b abl to join,0
2689,don t forget who own you and who s privat properti you are and be my good boy alway passion kiss,0
2690,interflora it s not too late to order interflora flower for christma call to place your order befor midnight tomorrow,1
2691,oh god taken the teeth is it pain,0
2692,romcapspam everyon around should be respond well to your presenc sinc you are so warm and outgo you are bring in a real breath of sunshin,1
2693,then u ask darren go n pick u lor but i oso sian tmr haf meet lect,0
2694,no need to buy lunch for me i eat maggi mee,0
2695,congratul thank to a good friend u have won the xma prize claim is easi just call now onli p per minut bt nation rate,1
2696,oh right ok i ll make sure that i do load of work dure the day got a realli nasti cough today and is dri n shot so that should realli help it,0
2697,send a logo ur lover name join by a heart txt love name name mobno eg love adam eve to yahoo pobox w wq txtno no ad p,1
2698,thanx send me home,0
2699,it normal hot mail com you see,0
2700,you ve won tkt to the euro cup final or cash to collect call b pobox ppm,1
2701,u sick still can go shop,0
2702,ya they are well and fine bbd pooja full pimpl even she becom quit black and ur rite here it too cold wear sweatter,0
2703,nice nice how is it work,0
2704,s reach home call me,0
2705,were tri to find a chines food place around here,0
2706,easi mate guess the quick drink wa bit ambiti,0
2707,babe i miiiiiiissssssssss you i need you i crave you geeee i m so sad without you babe i love you,0
2708,ok thanx,0
2709,tunji how s the queen how are you do thi is just wish you a great day abiola,0
2710,today iz yellow rose day if u love my frndship give me misscal amp send thi to ur frndz amp see how mani miss call u get if u get miss u marri ur lover,0
2711,will be out of class in a few hour sorri,0
2712,wat time u finish ur lect today,0
2713,free messag jamster get the crazi frog sound now for poli text mad for real text mad to crazi sound for just gbp week onli t c s appli,1
2714,your chanc to be on a realiti fantasi show call now just p per min ntt ltd po box croydon cr wb is a nation rate call,1
2715,she s fine good to hear from you how are you my dear happi new year oh,0
2716,are you go to wipro interview today,0
2717,how tall are you princess,0
2718,i doubt you could handl time per night in ani case,0
2719,haha hope can hear the receipt sound gd luck,0
2720,your gonna be the death if me i m gonna leav a note that say it all rob fault aveng me,0
2721,japanes proverb if one can do it u too can do it if none can do it u must do it indian version if one can do it let him do it if none can do it leav it and final kerala version if one can do it stop him do it if none can do it make a strike against it,0
2722,today i m not workin but not free oso gee thgt u workin at ur fren s shop,0
2723,in life when you face choic just toss a coin not becoz it settl the question but while the coin in the air u will know what your heart is hope for gudni,0
2724,i want to be there so i can kiss you and feel you next to me,0
2725,i am not at all happi with what you say or do,0
2726,adult content your video will be with you shortli,1
2727,ok that would b love if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about,0
2728,what i m say is if you haven t explicitli told nora i know someon i m probabl just not gonna bother,0
2729,smith wast da i wanna gayl,0
2730,mum i ve sent you mani mani messag sinc i got here i just want to know that you are actual get them do enjoy the rest of your day,0
2731,aight tomorrow around lt gt it is,0
2732,your chanc to be on a realiti fantasi show call now just p per min ntt ltd po box croydon cr wb is a nation rate call,1
2733,i actual did for the first time in a while i went to bed not too long after i spoke with you woke up at how wa your night,0
2734,see you there,0
2735,i dont understand your messag,0
2736,crucifi is c not s you should have told me earlier,0
2737,idk you keep say that you re not but sinc he move we keep but head over freedom vs respons and i m tire i have so much other shit to deal with that i m bare keep myself togeth onc thi get ad to it,0
2738,fuck cedar key and fuck her come over anyway tho,0
2739,twenti past five he said will thi train have been to durham alreadi or not coz i am in a reserv seat,0
2740,hey boy want hot xxx pic sent direct ur phone txt porn to hr free and then just p per day to stop text stopbcm sf wc n xx,1
2741,u still paint ur wall,0
2742,printer is cool i mean groovi wine is groovi,0
2743,hi harish s rent ha been transfr to ur acnt,0
2744,anyth lor is she come,0
2745,cbe is realli good nowaday lot of shop and showroom citi is shape good,0
2746,still attend da talk,0
2747,no prob hon how u doinat the mo,0
2748,k i ll take care of it,0
2749,i take it we didn t have the phone callon friday can we assum we won t have it thi year now,0
2750,my batteri is low babe,0
2751,shuhui ha bought ron s present it s a swatch watch,0
2752,yeah there s quit a bit left i ll swing by tomorrow when i get up,0
2753,babe you said hour and it s been almost is your internet down,0
2754,k i ll be sure to get up befor noon and see what s what,0
2755,k k yesterday i wa in cbe,0
2756,went to ganesh dress shop,0
2757,pdate now doubl min and txt on orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd on or call optout yhl,1
2758,collect ur laptop then go to configur da set izzit,0
2759,aight i should be there by at the latest probabl closer to are jay and tyler down or should we just do two trip,0
2760,come aftr lt decim gt now i m clean the hous,0
2761,ur cash balanc is current pound to maxim ur cash in now send cash to onli p msg cc po box tcr w,1
2762,bill as in are there ani letter for me i m expect one from orang that isn t a bill but may still say orang on it,0
2763,tell me pa how is pain de,0
2764,hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirti anal sex and i want a man gang bang,0
2765,ha you don t know either i did a a clever but simpl thing with pear the other day perfect for christma,0
2766,helloooo wake up sweet morn welcom you enjoy thi day with full of joy gud mrng,0
2767,alrit,0
2768,whi must we sit around and wait for summer day to celebr such a magic sight when the world dress in white oooooh let there be snow,0
2769,urgent your mobil number ha been award with a prize guarante call from land line claim valid hr onli,1
2770,how do you guy go to see movi on your side,0
2771,you didn t have to tell me that now i m think plu he s go to stop all your run,0
2772,kindli send some one to our flat befor lt decim gt today,0
2773,sorri u can not unsubscrib yet the mob offer packag ha a min term of week pl resubmit request after expiri repli themob help more info,1
2774,noth lor a bit bore too then y dun u go home earli sleep today,0
2775,what time should i tell my friend to be around,0
2776,ye that will be fine love you be safe,0
2777,thank chikku gud nyt,0
2778,is xy in ur car when u pick me up,0
2779,thanx the time we ve spent geva it bin mint ur my babi and all i want is u xxxx,0
2780,yo ani way we could pick someth up tonight,0
2781,i ve not sent it he can send me,0
2782,fine am simpli sit,0
2783,tht god s gift for bird as human hav some natur gift frm god,0
2784,are you come to day for class,0
2785,im done just studyn in librari,0
2786,ok u enjoy ur show,0
2787,anyth,0
2788,where wuld i be without my babi the thought alon mite break me and i don t wanna go crazi but everyboy need hi ladi xxxxxxxx,0
2789,wat s my dear do sleep ah,0
2790,hi test on lt gt rd,0
2791,onli student solv thi cat question in xam lt gt lt gt lt gt then tell me the answer if u r brilliant thing i got d answr,0
2792,yo do you know anyon lt gt or otherwis abl to buy liquor our guy flake and right now if we don t get a hold of somebodi it just loko all night,0
2793,yup n her fren lor i m meet my fren at,0
2794,yeah we got one line up for us,0
2795,and stop wonder wow is she ever go to stop tm ing me becaus i will tm you whenev i want becaus you are mine laugh,0
2796,lol yep did that yesterday alreadi got my fireplac now it just anoth icon sit there for me,0
2797,hey i ve book the pilat and yoga lesson alreadi haha,0
2798,are you ok what happen to behav like thi,0
2799,you have new messag pleas call,1
2800,my supervisor find me one lor i thk hi student i havent ask her yet tell u aft i ask her,0
2801,hello no news on job they are make me wait a fifth week yeah im up for some woozl and weasel in exet still but be home about,0
2802,we current have a messag await your collect to collect your messag just call,1
2803,hey babe sorri i didn t get sooner gari can come and fix it caus he think he know what it is but he doesn t go as far a ptbo and he say it will cost lt gt buck i don t know if it might be cheaper to find someon there we don t have ani second hand machin at all right now let me know what you want to do babe,0
2804,make that fuck sake x,0
2805,leav it u will alway be ignor,0
2806,nope but i ll b go sch on fri quit earli lor co my si got paper in da morn,0
2807,at bruce b down amp fletcher now,0
2808,where are you you said you would be here when i woke,0
2809,hey now am free you can call me,0
2810,tell me who thi pl,0
2811,urgent your mobil wa award a bonu caller prize on our final attempt contact u call,1
2812,think i might have to give it a miss am teach til twelv then have lectur at two damn thi work thing,0
2813,id have to check but there s onli like bowl worth left,0
2814,ye there were mani sweet,0
2815,i would but i m still cozi and exhaust from last night nobodi went to school or work everyth is close,0
2816,buzzzz grin did i buzz your ass buzz your chest buzz your cock where do you keep your phone is the vibrat on did you feel it shake,0
2817,sir send to group mail check it,0
2818,i m do da intro cover energi trend n pro n con brief descript of nuclear fusion n oso brief histori of iter n jet got abt n half page,0
2819,none nowher ikno doesdiscount shitinnit,0
2820,you dont know you jabo me abi,0
2821,do you ever notic that when you re drive anyon go slower than you is an idiot and everyon drive faster than you is a maniac,1
2822,not yet had ya sapna aunti maneg y day hogidh chinnu full weak and swalpa black agidhan,0
2823,are you be good babi,0
2824,mostli sport type lyk footbl crckt,0
2825,ma head dey swell oh thank for make my day,0
2826,u should make a fb list,0
2827,sari just need tim in the bollox it hurt him a lot so he tol me,0
2828,happi new year princess,0
2829,i ll text carlo and let you know hang on,0
2830,don t worri is easi onc have ingredi,0
2831,i love u my littl poci bell i am sorri but i love u,0
2832,ok omw now you at castor,0
2833,yar lor keep rain non stop or u wan go elsewher,0
2834,xma offer latest motorola sonyericsson nokia free bluetooth or dvd doubl min txt on orang call mobileupd on or call optout qf,1
2835,what u mean u almost done done wif sleep but i tot u go to take a nap yup i send her liao so i m pick her up at ard smth lor,0
2836,tonight yeah i d be down for that,0
2837,what should i eat fo lunch senor,0
2838,he said that he had a right giggl when he saw u again you would possibl be the first person die from nvq but think how much you could for,0
2839,no break time one how i come out n get my stuff fr,0
2840,repli to win weekli what profession sport doe tiger wood play send stop to to end servic,1
2841,i m there and i can see you but you can t see me mayb you should reboot ym i seen the buzz,0
2842,do you still have the grinder,0
2843,no polyphon tone ur mob everi week just txt pt to st tone free so get txtin now and tell ur friend p tone repli hl info,1
2844,k i did t see you k where are you now,0
2845,so i m do a list of buyer,0
2846,no idea i guess we ll work that out an hour after we re suppos to leav sinc as usual nobodi ha ani interest in figur shit out befor the last second,0
2847,mm not entir sure i understood that text but hey ho which weekend,0
2848,they releas vday shirt and when u put it on it make your bottom half nake instead of those white underwear,0
2849,don know he is watch film in comput,0
2850,no b thursday,0
2851,oh then your phone phone me but it disconnect,0
2852,id onluy matter when get on from offcampu,0
2853,thi messag is free welcom to the new improv sex dog club to unsubscrib from thi servic repli stop msg p onli,1
2854,excel i ll see what riley s plan are,0
2855,ew are you one of them,0
2856,also hi wesley how ve you been,0
2857,ah you see you have to be in the lingo i will let you know wot on earth it is when ha finish make it,0
2858,updat now mth half price orang line rental min call mobileupd on or call optout j q,1
2859,imagin life without me see how fast u are search me don t worri l m alway there to disturb u goodnoon,0
2860,hm good morn headach anyon,0
2861,yeah no prob last night is obvious catch up with you speak soon,0
2862,free unlimit hardcor porn direct your mobil txt porn to get free access for hr then chrgd p per day txt stop exit thi msg is free,1
2863,i might go sch yar at e salon now v bore,0
2864,lt gt min but i had to stop somewher first,0
2865,lt gt is fast approach so wish u a veri happi new year happi sankranti happi republ day happi valentin day happi shivratri happi ugadi happi fool day happi may day happi independ day happi friendship mother father teacher children day amp happi birthday u happi ganesh festiv happi dasara happi diwali happi christma lt gt good morn afternoon even night rememberi am the first to wish u all these your s raj,0
2866,one of the joy in lifei wake up each daywith thought that somewheresomeon care enough tosend a warm morn greet,0
2867,i didn t get the second half of that messag,0
2868,wat time do u wan meet me later,0
2869,i thank you so much for all you do with selfless i love you plenti,0
2870,am in film ill call you later,0
2871,how dare you chang my ring,0
2872,you are a veri veri veri veri bad girl or ladi,0
2873,i love ya too but tri and budget your money better babe gari would freak on me if he knew,0
2874,what part of don t initi don t you understand,0
2875,i finish my lunch alreadi u wake up alreadi,0
2876,you still at the game,0
2877,you have got tallent but you are wast,0
2878,what is your record for one night,0
2879,also sir i sent you an email about how to log into the usc payment portal i ll send you anoth messag that should explain how thing are back home have a great weekend,0
2880,gonna let me know co come bak from holiday that day is come don t get text me number,0
2881,jokin onli lar depend on which phone my father can get lor,0
2882,aight lemm know what s up,0
2883,get readi for lt gt inch of pleasur,0
2884,ok i feel like john lennon,0
2885,co darren say consid mah so i ask,0
2886,you are not bother me but you have to trust my answer pl,0
2887,one day a crab wa run on the sea shore the wave came n clear the footprint of the crab crab ask be my frnd y r u clear my beauti footprint wave repli a fox wa follow ur footprint to catch you that y i clear it off frndsship never let u dwn gud nyt,0
2888,aight what time you want me to come up,0
2889,slaaaaav where are you must i summon you to me all the time now don t you wish to come to me on your own anymor,0
2890,your bill at is so that not bad,0
2891,let me know how it chang in the next hr it can even be appendix but you are out of that age rang howev it not imposs so just chill and let me know in hr,0
2892,hello yeah i ve just got out of the bath and need to do my hair so i ll come up when i m done yeah,0
2893,so how s the weather over there,0
2894,ok not much to do here though h m friday cant wait dunno wot the hell im gonna do for anoth week becom a slob oh wait alreadi done that,0
2895,die now i have e toot fring again,0
2896,lol they don t know about my awesom phone i could click delet right now if i want,0
2897,awesom question with a cute answer someon ask a boy how is ur life he smile amp answer she is fine gudnit,0
2898,pleas leav thi topic sorri for tell that,0
2899,pl send me the correct name da,0
2900,what happen to our yo date,0
2901,webpag s not avail,0
2902,just woke up yeesh it late but i didn t fall asleep til lt gt am,0
2903,you are now unsubscrib all servic get ton of sexi babe or hunk straight to your phone go to http gotbab co uk no subscript,1
2904,dear all as we know lt gt th is the lt gt th birthday of our love gopalettan we are plan to give a small gift on that day those who like to particip in that you are welcom pleas contact our admin team for more detail,0
2905,k k from tomorrow onward start ah,0
2906,what u talk bout earli morn it s almost noon where your at,0
2907,fine do you rememb me,0
2908,hi babe it jordan how r u im home from abroad and lone text me back if u wanna chat xxsp visionsm com text stop to stopcost p,1
2909,ok how mani should i buy,0
2910,sound good keep me post,0
2911,get a brand new mobil phone by be an agent of the mob plu load more goodi for more info just text mat to,1
2912,ok so april cant wait,0
2913,boy you best get yo ass out here quick,0
2914,ay wana meet on sat wkg on sat,0
2915,i m now but have to wait till for the bu to pick me,0
2916,apart from the one i told you about yesterday,0
2917,ok lor but buy wat,0
2918,somebodi should go to andro and steal ice,0
2919,don know i did t msg him recent,0
2920,take us out shop and mark will distract isaiah d,0
2921,mum hope you are have a great day hope thi text meet you well and full of life have a great day abiola,0
2922,there is no sens in my foot and peni,0
2923,okay but i thought you were the expert,0
2924,deep sigh i miss you i am realli surpris you haven t gone to the net cafe yet to get to me don t you miss me,0
2925,s s i thinl role is like sachin just stand other have to hit,0
2926,have a great trip to india and bring the light to everyon not just with the project but with everyon that is lucki to see you smile bye abiola,0
2927,and veri importantli all we discuss is between u and i onli,0
2928,k k how about your train process,0
2929,ok lor i ned go toa payoh a while return smth u wan send me there or wat,0
2930,in da car park,0
2931,i wish that i wa with you hold you tightli make you see how import you are how much you mean to me how much i need you in my life,0
2932,so i ask how s anthoni dad and your bf,0
2933,wnevr i wana fal in luv vth my book my bed fal in luv vth me yen madodu nav pretsorginta nammanna pretsovru import alwa gud eveb,0
2934,am go to take bath ill place the key in window,0
2935,lord of the ring return of the king in store now repli lotr by june chanc win lotr soundtrack cd stdtxtrate repli stop to end txt,1
2936,dear take care i am just reach home love u a lot,0
2937,staff scienc nu edu sg phyhcmk teach pc,0
2938,have you emigr or someth ok mayb wa a bit hope,0
2939,olol i print out a forum post by a guy with the exact same prob which wa fix with a gpu replac hope they dont ignor that,0
2940,we walk from my mom right on stagwood pass right on winterston left on victor hill address is lt gt,0
2941,yo you at jp and hungri like a mofo,0
2942,thi is all just creepi and crazi to me,0
2943,ok i din get ur msg,0
2944,pathaya enketa maraikara pa,0
2945,even if he my friend he is a priest call him now,0
2946,u so lousi run alreadi come back then half dead hee,0
2947,that s y i said it s bad dat all e gal know u wat u do now,0
2948,or remind me in a few hr,0
2949,i had been hope i would not have to send you thi messag my rent is due and i dont have enough for it my reserv are complet gone it a loan i need and wa hope you could her the balanc is lt gt is there a way i could get that from you till mid march when i hope to pay back,0
2950,hi happi new year i dont mean to intrud but can you pl let me know how much tuition you paid last semest and how much thi semest is thank,0
2951,hello hun how ru it here by the way im good been on date with that guy i met in walkabout so far we have to meet up soon how everyon els,0
2952,lol i wa gonna last month i cash some in but i left lt gt just in case i wa collect more dure the week caus they announc it on the blog,0
2953,good luck draw take place th feb good luck for remov send stop to custom servic,1
2954,short but cute be a good person but dont tri to prove gud mrng,0
2955,just haven t decid where yet eh,0
2956,wat time liao where still got,0
2957,ye watch footi but worri we re go to blow it phil nevil,0
2958,i wait insid da car park,0
2959,uncl abbey happi new year abiola,0
2960,now am free call me pa,0
2961,r u say i should re order the slipper co i had to pay for return it,0
2962,stop know me so well,0
2963,good even thi is roger how are you,0
2964,small problem in auction punj now ask tiwari,0
2965,he tell not to tell ani one if so treat for me hi hi hi,0
2966,st wk free gr tone str u each wk txt nokia on to for classic nokia tone or hit on to for poli nokia p poli p,1
2967,u come pick me,0
2968,that cool i like your photo you are veri sexi,0
2969,would u fuckin believ it they didnt know i had thur pre book off so they re cancel me again that need to b sack,0
2970,haha better late than ever ani way i could swing by,0
2971,ok but i finish at,0
2972,lookatm thank for your purchas of a video clip from lookatm you ve been charg p think you can do better whi not send a video in a mmsto,1
2973,i ve been bar from all b and q store for life thi twat in orang dungere came up to me and ask if i want deck so i got the first punch in,0
2974,so no messag had food,0
2975,ok go to sleep hope i can meet her,0
2976,can you let me know detail of fri when u find out co i m not in tom or fri mention chines thank,0
2977,you re right i have now that i think about it,0
2978,wat r u do now,0
2979,is ur lectur over,0
2980,sexi sexi cum and text me im wet and warm and readi for some porn u up for some fun thi msg is free recd msg p inc vat cancel text stop,1
2981,custom place i will call you,0
2982,not plan yet go to join compani on jan onli don know what will happen after that,0
2983,boy i love u grl hogolo boy gold chain kodstini grl agalla boy necklac madstini grl agalla boy hogli mutai eerulli kodthini grl i love u kano,0
2984,haha i heard that text me when you re around,0
2985,i ll get there tomorrow and send it to you,0
2986,shit babe thasa bit mess up yeh she shudvetold u did urgran know neway illspeak u moro wen im not asleep,0
2987,oh that late well have a good night and i will give u a call tomorrow iam now go to go to sleep night night,0
2988,cheer u tex mecaus u werebor yeah okden hunni r uin wk sat sound s likeyour havin gr fun j keep updat countinlot of lovem xxxxx,0
2989,sorri in meet i ll call you later,0
2990,yo howz u girl never rang after india l,0
2991,yeah but which is wors for i,0
2992,i tag my friend that you seem to count as your friend,0
2993,long time you rememb me today,0
2994,havent shop now lor i juz arriv onli,0
2995,thank u it better work out caus i will feel use otherwis,0
2996,are you up for the challeng i know i am,0
2997,how much did ur hdd case cost,0
2998,mysteri solv just open my email and he s sent me anoth batch isn t he a sweeti,0
2999,i can t describ how lucki you are that i m actual awak by noon,0
3000,thi is the nd time we have tri to contact u u have won the prize to claim just call b t cs stop sm ppm,1
3001,cheer for the card is it that time of year alreadi,0
3002,ugh hope the asu ppl dont randomli do a reformat,0
3003,haven t seen my facebook huh lol,0
3004,mah b i ll pick it up tomorrow,0
3005,still otsid le u come morrow maga,0
3006,do u still have plumber tape and a wrench we could borrow,0
3007,dear voucher holder to claim thi week offer at you pc pleas go to http www e tlp co uk reward ts cs appli,1
3008,it vl bcum more difficult,0
3009,havent still waitin as usual come back sch oredi,0
3010,in meet da i will call you,0
3011,k k then watch some film,0
3012,doe cinema plu drink appeal tomo is a fr thriller by director i like on at mac at,0
3013,there the size of eleph tablet u shove um up ur ass,0
3014,so mani peopl seem to be special at first sight but onli veri few will remain special to you till your last sight maintain them till life end take cr da,0
3015,my parent my kidz my friend n my colleagu all scream surpris and i wa wait on the sofa nake,0
3016,dunno i juz askin co i got a card got off a salon call hair sens so i tot it s da one cut ur hair,0
3017,good morn pooki pie lol hope i didn t wake u up,0
3018,mayb if you woke up befor fuck thi wouldn t be a problem,0
3019,happi birthday to you dear with lot of love rakhesh nri,0
3020,thi is the nd time we have tri contact u u have won the pound prize claim is easi call now onli p per min bt nation rate,1
3021,x lt gt are you go to get that,0
3022,hi neva worri bout da truth coz the truth will lead me ur heart it s the least a uniqu person like u deserv sleep tight or morn,0
3023,ur award a citi break and could win a summer shop spree everi wk txt store to skilgm tsc winawk age perwksub,1
3024,is ur paper today in e morn or aft,0
3025,i will lick up everi drop are you readi to use your mouth as well,0
3026,and you will expect you whenev you text hope all goe well tomo,0
3027,great p diddi is my neighbor and come for toothpast everi morn,0
3028,i av a new number wil u onli use thi one ta,0
3029,so it to be poke man everyday that they teach you in canada abi how are you just say hi,0
3030,lor chang suntec wat time u come,0
3031,no de am see in onlin shop so that i ask,0
3032,just curiou becaus my cuz ask what i wa up to,0
3033,okay lor wah like that def they wont let us go haha what did they say in the term and condit,0
3034,haha yup hope we will lose a few kg by mon after hip hop can go orchard and weigh again,0
3035,she s good how are you where r u work now,0
3036,oh ye i ve just been a littl under the weather so i ve kind of been coccoon at home,0
3037,at home also,0
3038,thi phone ha the weirdest auto correct,0
3039,oop my phone die and i didn t even know yeah i like it better,0
3040,havent mu ask if u can st wat of meet lunch den u n him meet can alreadi lor or u wan go ask da ge st then confirm w me asap,0
3041,she said do u mind if i go into the bedroom for a minut ok i sed in a sexi mood she came out minut latr wid a cake n my wife,0
3042,oh yeah and hav a great time in newquay send me a postcard look after all the girl while im gone u know the im talkin bout xx,0
3043,we got a divorc lol she s here,0
3044,what s ur pin,0
3045,babe have you got enough money to pick up bread and milk and i ll give you it back when you get home,0
3046,i want snow it s just freez and windi,0
3047,urgent we are tri to contact u today draw show that you have won a prize guarante call from land line claim y valid hr onli,1
3048,come to mahal bu stop lt decim gt,0
3049,don know thi week i m go to tirunelvai da,0
3050,me too babi i promis to treat you well i bet you will take good care of me,0
3051,it like that hotel dusk game i think you solv puzzl in a area thing,0
3052,thank for your rington order refer number x your mobil will be charg should your tone not arriv pleas call custom servic,1
3053,hi my love how goe that day fuck thi morn i woke and drop my cell on the way down the stair but it seem alright phew i miss you,0
3054,well that must be a pain to catch,0
3055,sorri da thangam it s my mistak,0
3056,i need coz i never go befor,0
3057,rose for red red for blood blood for heart heart for u but u for me send ti to all ur friend includ me if u like me if u get back u r poor in relat u need some to support u r frnd mani some luv u some is pray god to marri u tri it,0
3058,ur cash balanc is current pound to maxim ur cash in now send collect to onli p msg cc po box tcr w,1
3059,i feel like a dick becaus i keep sleep through your text and facebook messag sup you in town,0
3060,no plm i will come da on the way,0
3061,guess he want alon time we could just show up and watch when they do,0
3062,height of recycl read twice peopl spend time for earn money and the same money is spent for spend time good morn keep smile,0
3063,yup not comin,0
3064,ye princess toledo,0
3065,aight text me when you re back at mu and i ll swing by need somebodi to get the door for me,0
3066,ron say fri leh n he said ding tai feng cant make reserv but he said wait lor,0
3067,good no swimsuit allow,0
3068,am okay will soon be over all the best,0
3069,a cute thought for friendship it not necessari to share everi secret with ur close frnd but watev u share should be true,0
3070,ok i ve sent u da latest version of da project,0
3071,pl accept me for one day or am beg you chang the number,0
3072,squeeeeez thi is christma hug if u lik my frndshp den hug me back if u get u r cute u r luvd u r so lucki none peopl hate u,0
3073,it ok if anybodi ask abt me u tel them p,0
3074,funni fact nobodi teach volcano erupt tsunami aris hurrican sway aroundn no teach hw choos a wife natur disast just happen,0
3075,you gonna ring thi weekend or wot,0
3076,also track down ani lighter you can find,0
3077,babe i need your advic,0
3078,i ll leav around four ok,0
3079,come to medic colleg at pm forward it da,0
3080,k k it good when are you go,0
3081,i can make lasagna for you vodka,0
3082,hi it kate can u give me a ring asap xxx,0
3083,who were those peopl were you in a tour i thought you were do that sofa thing you sent me your curiou sugar,0
3084,no but you told me you were go befor you got drunk,0
3085,he fuck chicken out he messag me he would be late and woould buzz me and then i didn t hear a word from him,0
3086,congratul thank to a good friend u have won the xma prize claim is easi just call now onli p per minut bt nation rate,1
3087,i m alway look for an excus to be in the citi,0
3088,yup i m still have coffe wif my fren my fren drove she ll give me a lift,0
3089,o shore are you takin the bu,0
3090,so u gonna get deu ex,0
3091,i will send them to your email do you mind lt gt time per night,0
3092,do you want a new nokia i colour phone deliveredtomorrow with free minut to ani mobil free text free camcord repli or call,1
3093,tap spile at seven is that pub on ga st off broad st by canal ok,0
3094,ok then i come n pick u at engin,0
3095,which is whi i never want to tell you ani of thi which is whi i m so short with you and on edg as of late,0
3096,raviyog peripher bhayandar east,0
3097,k actual can you guy meet me at the sunoco on howard it should be right on the way,0
3098,moon ha come to color your dream star to make them music and my sm to give you warm and peac sleep good night,0
3099,just finish eat got u a plate not leftov thi time,0
3100,thanx a lot,0
3101,hurri home u big butt hang up on your last caller if u have to food is done and i m starv don t ask what i cook,0
3102,lol your right what diet everyday i cheat anyway i m meant to be a fatti,0
3103,it a great day do have yourself a beauti one,0
3104,what happen in interview,0
3105,badrith is onli for chennai i will sure pick for us no competit for him,0
3106,i tot it s my group mate lucki i havent repli wat time do need to leav,0
3107,hey you around i ve got enough for a half the ten i owe you,0
3108,hey tmr mayb can meet you at yck,0
3109,alrit sam it nic just checkin that thi is ur number so is it t b,0
3110,they are just make it easi to pay back i have lt gt yr to say but i can pay back earlier you get,0
3111,not to worri i m sure you ll get it,0
3112,the ga station is like a block away from my hous you ll drive right by it sinc armenia end at swann and you have to take howard,0
3113,someon u know ha ask our date servic contact you cant guess who call now all will be reveal pobox ls hb p,1
3114,camera you are award a sipix digit camera call fromm landlin deliveri within day,1
3115,my tuition is at hm we go for the to one do you mind,0
3116,i m not smoke while peopl use wyli smoke too much to justifi ruin my shit,0
3117,dear good morn how you feel dear,0
3118,a littl med say take onc everi hour it s onli been but pain is back so i took anoth hope i don t die,0
3119,beauti tomorrow never come when it come it s alreadi today in the hunt of beauti tomorrow don t wast your wonder today goodmorn,0
3120,dunno lei all decid lor how abt leona oop i tot ben is go n i msg him,0
3121,hi there we have now move in our pub would be great c u if u cud come up,0
3122,today voda number end are select to receiv a award if you hava a match pleas call quot claim code standard rate app,1
3123,thi messag is free welcom to the new improv sex dog club to unsubscrib from thi servic repli stop msg p onli,1
3124,just do what ever is easier for you,0
3125,rct thnq adrian for u text rgd vatian,1
3126,stop call everyon say i might have cancer my throat hurt to talk i can t be answer everyon call if i get one more call i m not babysit on monday,0
3127,it ll be tough but i ll do what i have to,0
3128,im gonnamissu so much i would say il send u a postcard butther abouta much chanc of merememberin asther is ofsi not breakin hi contract luv yaxx,0
3129,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahav ee name lt gt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind dodda problum nalli siguviri idu matra lt gt true don t neglet,0
3130,hi darlin i finish at do u pick me up or meet me text back on thi number luv kate xxx,0
3131,set a place for me in your heart and not in your mind as the mind easili forget but the heart will alway rememb wish you happi valentin day,0
3132,but i m surpris she still can guess right lor,0
3133,oki wan meet at bishan co me at bishan now i m not drive today,0
3134,hi darlin how wa work did u get into troubl ijust talk to your mum all morn i had a realli good time last night im goin out soon but call me if u can,0
3135,i know you are serv i mean what are you do now,0
3136,huh hyde park not in mel ah opp got confus anyway if tt s e best choic den we juz have to take it,0
3137,oh gei that happend to me in tron mayb ill dl it in d when it out,0
3138,i know girl alway safe and selfish know i got it pa thank you good night,0
3139,no worri hope photo shoot went well have a spif fun at workag,0
3140,i m freez and crave ice fml,0
3141,kay sinc we are out alreadi,0
3142,eh sorri leh i din c ur msg not sad alreadi lar me watch tv now u still in offic,0
3143,yo im right by yo work,0
3144,ok darlin i supos it wa ok i just worri too much i have to do some film stuff my mate and then have to babysit again but you can call me there xx,0
3145,i don wake sinc i check that stuff and saw that it true no avail space pl call the embassi or send a mail to them,0
3146,nope juz off from work,0
3147,huh so fast dat mean u havent finish paint,0
3148,what number do u live at is it,0
